,nickname,text,score,like,dislike,time,watch_movie
24,eldp****,그녀는 성공했으나 실패했다. 그래도 난 그 반쪽짜리 성공이 기쁘다.,10,127,5,2013-03-11 01:06:00,0
25,엘리스톤(thel****),"복수는 나의것,올드보이,친절한금자씨까지 다 좋았어요",10,121,2,2013-06-01 23:11:00,0
26,kdj0****,마지막에 말하려고 할때 어린 유지태가 입 막아버리는 장면.. 변명은 하지마라.. 너도 이제 똑같다.. 라는 느낌이랄까??.. 그리고 마지막에 두부 먹듯이 빵을 개걸스럽게 먹는 금자씨... 인간이기에 범할 수 밖에 없...,10,124,7,2014-06-23 00:36:00,0
27,유기농(gree****),세련되고 잘만든영화인데 평점이 너무 낮아 놀랬다. 거의 10년전 영화인게 전혀 믿겨지지가 않을뿐..,10,110,3,2014-10-08 23:09:00,0
28,방댕이(dlfc****),한번 볼때는 상당히 지루하고 재미없었는데 두번째로 보니 꽤나 재밌다. 한번 대강 훑는다는식으로 보고 한번 더보는걸 추천한다.,9,99,7,2013-09-16 16:54:00,0
29,abc(dftg****),학부모들 회의하는 말소리를 최민식 있는 방에 스피커로 들려주는 장면..정말 소름끼쳤다.,10,91,0,2016-10-17 01:54:00,0
30,pje6****,상상만 해오던 피해자 가족의 직접 복수를 지켜보며 느끼는 카타르시스.,10,93,6,2014-03-03 15:37:00,0
31,hka5****,금자씨가 어띃게..7점대지... 우울하고 찝찝하지만. 특이하고 볼수록 빠져들던데....잘만든 영화던데..,9,89,3,2013-10-28 03:53:00,0
32,ㅇㅇ(safd****),평점조절한다고 1점주는아이들아 어짜피 너희가 1점준다고 전체적인 평점은 0.01점도 안바뀔테니 그냥 니주관대로 점수줘라... 니 소중한 평점이 겨우 평점조절에쓰이긴 아깝지않냐?,10,95,11,2013-04-22 23:53:00,0
33,vene****,평점이 이렇게 낮은게 말도 안된다. 잔인한장면이 싫으면 가족영화나보시고 영화를 폄하하지는 마세요. 정말 최고의 영화,9,69,3,2013-03-08 15:40:00,0
34,hjun****,무조건 잔인하고 멋지게 복수해야만 그것이 진정한 희열을 느끼는 복수인가?복수만을 생각하지말고 복수의 과정을 더 세심히 보면 좋았을것을..아는만큼 보인다,10,70,4,2013-03-24 00:04:00,0
35,musi****,%^^,10,70,15,2013-06-18 02:45:00,0
36,yoosm(yoos****),친절해서 이용당했고 살아남기 위해 친절해야했던 여자가 친절해보이지 않기 위해 붉은 섀도우 짙게 바르고 단행한 복수극.,9,54,0,2016-09-15 19:00:00,0
37,rmff****,요즘도 생각나면 일부로 찾아보는 충격적인 영화,10,56,2,2013-05-03 00:53:00,0
38,범님이다(gmdq****),흐음... 어렵다,8,58,4,2013-09-18 22:40:00,0
39,sjyj****,"평점이 왜이럼 진짜이거는 명작임.. 박찬욱감독 진짜존경스럽다 창작자로써. 내용, 연출, 분위기 ,영화의 완성도가 너무 세련됐다",10,54,1,2013-03-16 14:45:00,0
40,jinee(jine****),10년 전 영환데 하나도 안 촌스럽다. 미친영화다.,10,55,2,2016-02-02 12:17:00,0
41,도넛(donu****),최고의 영화. 그때 영화관에서 볼 수 있었던 사람들이 너무 부럽다.,9,55,3,2013-04-06 22:51:00,0
42,fwmi****,이제야 봤지만 걸작이였다박찬욱은 여성을 가장 다채롭고 아름답게 그리는 감독이다.예쁜여배우만 캐스팅하고 노출시키는 걸로 여성을 표현하는 다른 감독들과 확연히 다르다. 그것은 각본을 쓰는 이가 여성을 주체적인 인격으로 ...,10,49,2,2017-09-15 13:13:00,0
43,danimoth(dani****),"진짜 평점에 심긱한 문제있다, 이영화 나오고나서 너나잘하세요가 명언이 되었는데 ㅋㅋㅋ",10,46,2,2014-04-19 00:01:00,0
44,gkdl****,기괴할정도로 아름다운 영화..공감구원과 복수사이,10,43,1,2013-07-23 16:17:00,0
45,hamm****,여전히 최고,10,43,2,2013-05-14 01:30:00,0
46,Hypeboy(hype****),그때 당시에는 이 영화가 명작이라는 걸 몰랐었어.,10,41,3,2014-03-15 17:54:00,0
47,fait****,그로테스크한 드문 한국 영화,7,39,3,2013-11-09 19:28:00,0
48,잿빛하늘(mung****),친절하다.  파묻고 나서 클로즈업한 금자씨 얼굴은 언제 봐도 소름끼치게 멋있다.,10,36,1,2015-05-14 04:44:00,0
49,xorb****,이영애 미모 연기력 완벽 스토리 구성 전개 모두 완벽 최고의영화,10,36,1,2014-01-06 15:04:00,0
50,후히히(qkrs****),너무 별점이 낮아 10점! 이제서야 봤는데 재밌습니다. 당시에 엄청난 기대를 갖고 영화관에 가서 본 분들과는 다른 상황이라 잘 모르겠지만 밤에 집에서 보기엔 충분히 괜찮은데요ㅎㅎ,10,36,1,2013-08-01 03:47:00,0
51,튜닝(moon****),"관객들에게 느낌을 강요할수는 없는것이지만, 이 영화에서 이영애가 죽은 백선생을 매장후 애매한 표정으로 웃는 장면이나 가장 마지막장면에서 하늘을 보는장면 등등을 보고도 평점이 이따위일수밖에 없다는게 참 안타깝다.",10,34,1,2016-03-08 00:24:00,0
52,김윤정(yoou****),명작. 지금봐도 전혀 촌스럽지않다. 금자는 이영애가 아닌다른배우로 대체불가,10,33,1,2016-06-24 12:32:00,0
53,진주(jinj****),평점 영화에비해 너무 낮네요,10,34,2,2013-08-11 12:20:00,0
54,MH(stup****),최고,10,34,3,2013-07-28 02:39:00,0
55,참치(wjdt****),"미자탈출하고 봤다. 정말 인간이 어디까지 잔인해질 수 있는지 확실히 보여주는, 진짜 말그대로 여자가 한을 품으면 오뉴월에 서리가 내리는걸 보여준거같다",9,64,33,2013-05-01 19:05:00,0
56,bben****,최고다 연기가 아주 훌륭했다,10,30,1,2013-05-12 18:57:00,0
57,rose****,별점이ㅡㅡ 진짜 제대로 미친영화.  미쳤다는게 부정적인 단어만은 아니죠. 그만큼 최고라는 작품이에요. 대단한감독이네요. 너무재밌게 몰입해서봤어요. 최고,10,28,0,2013-01-19 00:08:00,0
58,noga****,레전드,10,30,2,2013-02-16 12:57:00,0
59,오호호호(klei****),"복수 3부작의 마지막은 레트로풍으로 만들었어,.. 낯익은 나레이션으로 시작 하여.. 그러나 그 복수는 한국영화에선 볼 수 없었던 과격함과   신선함.. 난 만족스러웠어. 복수는 이렇게 하는거야...",8,31,3,2014-11-01 01:12:00,0
60,GooDS(xand****),굉장한 영화다. 특히 박감독의 미쟝센은 슬픔과 아름다움이 공존하는듯하다.,10,26,0,2014-11-18 00:00:00,0
61,이피이피(phk9****),우와 요즘 영화들 반성해야됨,10,24,0,2014-11-17 00:43:00,0
62,rusg****,이게 7점대 초반의 영화라고? 말도 안된다 진짜,10,24,0,2013-11-06 23:50:00,0
63,135w****,볼때마다 새롭다,10,24,0,2013-08-23 17:21:00,0
64,revi****,내 인생의 영화.,10,24,0,2013-03-03 00:11:00,0
65,빡떼흐(skss****),보고 또 볼때마다 새로운게 느껴지는 영화에요~. 전 7번이나 봤는데도 안질리더라구요;;ㅋㅋㅋㅋ,10,25,1,2014-02-23 11:47:00,0
66,ㅁ(moop****),올드보이같은 자극적인 반전을 기대하며 본 사람때문에 이런 평점이 나온듯하다,10,25,1,2013-03-20 23:43:00,0
67,샤카샤카(ldy6****),복수를 하면서 피해자가 가해자가 되는 인간의 양면성,9,23,0,2015-01-19 19:48:00,0
68,불사전투개미(a992****),청년경찰에 9점때리면서 이 심오한 영화에 7점대라... 수준 알만하네.,10,27,4,2017-10-07 10:34:00,0
69,페이스허거(cidd****),아래 평점 낮다면서 9점을 쳐 주냐. ㅉㅉㅉ,10,29,7,2013-08-27 01:18:00,0
70,BogleX2(dpnj****),와... 요즘 영화에서는 찾아볼수없는 몰입감..그리고 요즘 영화는 보는중에 떠오르는 생각이나 장면 내용전개 그런게 뭉툭뭉툭하게 느껴지는데 이영화는 장면하나하나 내용하나하나 세세하게 머릿속으로 전해진다정말 말로 표현할...,10,20,0,2016-08-08 02:44:00,0
71,망작전문(vheh****),3부작 중 가장 뛰어나다고 생각하는데. 다른 사람들은 그렇지 않은가?,10,20,0,2016-05-22 10:27:00,0
72,사람(woeh****),소름 끼치도록 아름다웠던 영화,10,20,0,2013-01-22 15:10:00,0
73,징어(star****),이영애 차가운 카리스마 그리고 목소리 빨간구두 아~가~씨~,10,19,0,2013-11-10 20:54:00,0
74,에스비(alle****),박찬욱의 '복수'는 한결같이 쓴맛이 난다.,10,20,1,2015-01-27 02:02:00,0
75,하요(gkdu****),이게왜 7점이야?ㄷㄷㄷ,10,20,1,2014-01-05 22:35:00,0
76,ksrl****,복수시리즈중에 제일 잘뽑아낸듯,10,21,2,2013-02-15 03:08:00,0
77,하얀날개(mytm****),개인적으로 이게 올드보이보다 더 좋았다,10,17,0,2017-09-20 00:10:00,0
78,핫다(gksm****),볼때마다 새로운 장면을 발견하게 된다. 한컷도 버릴게없다. 의미없는 대사도 없다. 미장센은 말할것도 없고.,10,17,1,2015-03-14 21:51:00,0
79,mhth****,톡 까놓고 내용이나 줄거리 느낀점보다 연출 장면 대사 가 더 중요한 영화다.,9,16,1,2013-11-19 19:28:00,0
80,park****,금자는 웃지않는다,8,16,1,2013-07-26 00:29:00,0
81,김소담(amd0****),감독은 천잰가....,10,14,0,2016-09-17 02:39:00,0
82,연합통신(apre****),친절하게 담아낸 친절한 금자씨.,9,14,0,2013-07-25 17:23:00,0
83,queen(mara****),한국영화배우 역대 최강의 미모 이영애,10,16,2,2015-01-30 01:06:00,0
84,KzK(rena****),"여성혼자서 남성하나를 잡아내는데 무려 13년이나 걸렸고, 뒤에는 수많은 조력자가 필요했다. 백한상을 뒤집어 엎고 끌고다닐 때의 그 힘겨운 모습을 잊을수가 없다.",10,13,0,2018-12-23 16:57:00,0
85,dlwl****,찬사.,10,13,0,2013-03-24 05:50:00,0
86,한미래(hfut****),평점 올려야함.,10,14,1,2013-08-15 15:07:00,0
87,해오름777(goqk****),개독 개쓰x기들이 평점테러 했구만 ㅋㅋㅋ,10,24,11,2014-08-05 08:20:00,0
88,오리(idle****),미안해 몇번 말하는지 제니가 손가락으로 세는 장면이 기억에 남네요,8,12,0,2018-11-25 19:13:00,0
89,aodn****,"뒤늦게 본게 너무 아쉬운, 박찬욱영화를 믿게 되는 그런 영화다",10,12,0,2013-01-22 23:37:00,0
90,최(penn****),잔인한 복수극을 벌이는 이영애의 파격적인 연기가 볼만했다. 그러나 복수를 하는 자도 결국 행복해질 수는 없다는 사실이 무겁게 다가온 영화.,8,13,1,2016-07-25 08:24:00,0
91,임수근(lsge****),아 존나 이런명작이 7번방보다 평점이낮으니까 2015년 상반기 국내영화들이 줄줄줄이 다 망한거야 못배운네티즌들아,10,13,1,2015-06-22 23:52:00,0
92,creativedirectorlee(nuda****),금자는 구원을 받지 못했다.,9,13,1,2014-06-04 00:24:00,0
93,김차근(ch_g****),10점!,10,13,1,2013-08-15 03:36:00,0
94,dong****,왜 이게 7점대임? 짜증나네,10,11,0,2017-09-16 19:49:00,0
95,ARTIST(skyl****),"아름다울 정도로, 명확하고 화려했다.",10,11,0,2015-06-11 20:01:00,0
96,NaryunChoi(skfu****),영화 자체의 분위기가 너무 맘에듬. 영화인이 아닌 나로써는 어떻게 표현할 방법이럾다,10,11,0,2015-05-14 02:57:00,0
97,렌렌(hyde****),추요,10,11,0,2013-08-22 08:19:00,0
98,장윤희(dbsg****),12년전 영화라는게 믿기지가 않음...,10,10,0,2017-08-29 22:36:00,0
99,eden(haem****),"단순한 복수극이 아니라 인간의 죄의식과 참회, 구원에 대한 아름다운 경극",10,11,1,2014-02-19 10:27:00,0
100,duda****,박찬욱 감독이 여성비하적인 생각을 갖고있다고 생각했는데 이 영화를 보고 그런 생각이 줄어들었다. 잘만든 영화,10,11,1,2013-04-20 19:09:00,0
101,만(alsr****),"""너나 잘하세요""만 아는 채로 봤는데 진짜...대박",10,9,0,2018-11-09 20:37:00,0
102,장치프(jh68****),시간이 흐를수록 가치를 알게 되는 영화.,10,10,1,2016-09-17 13:42:00,0
103,J91Blue(jasp****),"영화사를 통틀어 복수의 역사에서 올드보이랑 친절한 금자씨, 악마를 보았다를 뺄 수 없음 근데 그 셋 중에서 제일 아름다운 작품이 금자씨ㅠㅠ",10,11,2,2017-09-14 01:57:00,0
104,chch****,한국영화 베스트중 하나. 너무 저평가된 영화.,9,11,2,2015-04-05 00:56:00,0
105,jdh9****,OST가 영화와 어울리는 정도는 진짜 세계 탑급,10,8,0,2017-11-08 23:17:00,0
106,어선(hyun****),잔인한줄 알고 지금까지 안보고있다가 드디어 결재해서 봤다.. 잔인한 슬픔이다..,10,8,0,2016-09-11 23:27:00,0
107,경훗(gyun****),새하얀 두부는 악을 낳고 그 악은 더 큰 악을 낳는다. 그리고 더이상 하얗지 않은 그 두부는 하얗던 시절을 그리워하고 돌아가고 싶어한다.,10,8,0,2016-07-26 07:36:00,0
108,sunhye(yyy3****),보고 또 보고싶은  영화,10,8,0,2013-03-13 15:21:00,0
109,박은선(skrl****),이런영화좋다,10,8,0,2013-01-22 12:17:00,0
110,iny(seen****),박찬욱 감독은 원죄의식이 있는듯 그래서 너무나 인간적이다,10,9,1,2017-12-21 10:54:00,0
111,NALANG(fryt****),아가씨부터 역주행 해서 보는데 이 감독을 어찌 이제 알았을까. 요즘 집중력이 떨어진 내게 쉬지않고 한 화면만 보고 듣게 만드는 능력 아니 매력이라고 해야할까. 더 찾아볼수록 반할거같다.,10,9,1,2017-04-27 17:17:00,0
112,king****,좋은영화,10,10,2,2013-07-31 12:11:00,0
113,Anne(sksm****),조만간 다시 음미하며 보고싶은 영화다. 평점이 이렇게 낮은 게 이해  안가는 작품..,10,7,0,2017-11-05 01:00:00,0
114,풍경소리(hiba****),으...30번봐도 새롭다,10,7,0,2015-03-13 11:49:00,0
115,ssal****,평점이 9점대는 아니지만 8점이상정도는 된다,10,7,0,2014-01-09 11:41:00,0
116,dnf7****,"이 영화는 볼때마다 새롭고 대단하다 연출,미술,의상,연기,시나리오 심지어 메이크업 까지 소름 돋을 정도로 완벽하게 금자의 인생을 그렸다 이건 창작물이 아닌 실화같다.",10,8,1,2018-03-12 21:15:00,0
117,ebbo0(kii1****),한국영화를 보면서 입을 벌리고 본건 처음이다.,10,8,1,2017-09-16 18:26:00,0
118,봉쥬(ufob****),옛날에 봤었는데 평점이 이상해서 합류해본다.방금 복수는 나의것 보고 와서  이것도 생각나서 평점남김.10점 만점에 10점.,10,8,1,2017-08-20 06:54:00,0
119,dennua(dian****),내 인생영화.. 스무번 넘게 봐도 빨려들어간다 손녀잃은 할머니의 복수씬 표현은 소름끼쳤고 마지막장면까지 연출이 정말좋다 영화관에서 다시보고싶다,10,8,1,2017-08-11 12:05:00,0
120,wfwg****,박찬욱 감독의 명성을 이해할 수 있게 만들어 주는 영화,10,8,1,2016-09-23 00:51:00,0
121,메소리(vivi****),지금봐도 명작 촌스러움이란 없다.,10,8,1,2015-12-22 03:11:00,0
122,봄비(bomi****),좋은 각본과 좋은 배우와 좋은 감독의 힘,10,9,2,2015-05-14 04:33:00,0
123,리라시(jobd****),보면서 엄청 이입하게 됐고 그것 때문에 본인이 주인공이라도 된마냥 스트레스 많이 받았음. 끝나고 뒷목 잡았음.,10,6,0,2019-12-09 01:50:00,0
124,gudw****,그녀가  복수하고 싶었던 건 백선생이 아니라 그녀 자신이었던 거 같다. 무능력한 자신에 대한 벌. 또한 희생 당한  이들에게 대한 사죄. 그러나 그녀는 끊임없이 용서를 구했지만 구원 받지 못했다. 아니 끊임없이 용서...,10,6,0,2019-09-10 01:31:00,0
125,진예서(subi****),이걸 지금 봤네... 와.. 이영애 정말 다시봤고.... 진짜 이건 작품이다,10,6,0,2019-02-18 16:11:00,0
126,이하생략(will****),영화가 뛰어나도 우리나라 영화산업에서는 신과함께같이 억지감동 쥐어짜지 않으면 평점 높아지기 힘들고 관객들이 잘 안빨아줌. 친절한금자씨랑 신과함께같은 쓰레기랑 비교불가인데 관객수랑 평점부터 차이가 이렇게난다. 우리나라...,8,6,0,2019-01-06 18:11:00,0
127,스퍼스(cswj****),탈코리아영화다..갓자씨,10,6,0,2018-08-05 02:43:00,0
128,현무(dlgu****),이 세상에 완벽한 복수는 없다..  그래서 더욱 슬픈 영화,10,6,0,2018-03-26 22:28:00,0
129,wjda****,최고.. 어렸을때 보고 좀 나이먹고 보니 더 새롭다 박찬욱은 천재인듯,10,6,0,2018-03-06 05:27:00,0
130,쪽빛(indi****),"복수를  다루는  영화 중에서  기억에 남는 영화다.처음보면 붉은색이, 두번째보면 흰색이 기억에 남는 영화.",10,6,0,2017-11-26 00:01:00,0
131,blue(1blu****),"역대급 오프닝과 OST의 아름다움. 흉악범은 본인이 저지른 방식으로 죽었으면 좋겠지만, 피해자가 직접 형벌을 가하면 후련할까? 금자씨가 고생한 세월과 죄많은 인생도 속죄하면 눈처럼 깨끗해질까? 엔딩곡에 눈물이 멈추지...",10,6,0,2017-11-15 22:24:00,0
132,휄홀(jjoo****),그냥 좋다는 말이 부족한 영화임 스토리긋 금자씨연기긋최민식님연기는 말하면 입아프고 반전도긋 영상미도긋 진짜 다 좋은 영환데.. 평점만 안좋네.. 왜지??,10,6,0,2016-08-28 21:15:00,0
133,quee****,전 오늘 처음 봤는데 몰입도 최고던데요?박찬욱 감독님 영화 다 너무 자극적이어서 제 스타일은 아니지만 이건 너무 자극적이지도 않고 재미있게 봤네요,8,6,0,2016-07-11 23:58:00,0
134,lllllI(tjdw****),"1점준 사람들 평가내용 보니까 기가차네요 , 영화를 제대로 보고들 쓴건지 ㅡㅡ",8,6,0,2015-06-02 00:19:00,0
135,신욱(kil4****),극장에서 봤을 때랑 느낌이 다르네...,10,6,0,2013-01-22 05:52:00,0
136,Carpediem(jhl9****),12년이 지난 후 봐도 소름돋는 명작.,9,8,2,2017-12-20 11:49:00,0
137,갓(hee4****),옆에서 깨끗한 눈을 먹고 있는 제니와 근식이와는 달리 홀로 복수와 죄에 더럽혀져 구원받지 못하는 금자씨가 너무나 고독해보였다,10,5,0,2019-11-22 02:22:00,0
138,지원(leej****),이미 빨갛게 물들여져 버린 자신을 흰 케익에 씻어버리고 싶었던 것일까,10,5,0,2019-01-16 02:18:00,0
139,비기베어(kosu****),이시대에 필요한 영화임,10,5,0,2018-12-28 12:50:00,0
140,세젤예 박지효(wjse****),이영애씨가 너무 진짜 억소리날정도로아름다워서 오히려영화몰입에지장을줄정도... 한번쯤 언젠가 다시보고싶다,10,5,0,2018-02-27 01:36:00,0
141,안주희(life****),진심 올드보이보다 더 재밌었음,10,5,0,2017-08-30 13:13:00,0
142,로즈(akzk****),아름답고 슬프다.그리고 아름답고 슬프다.,10,5,0,2017-08-16 15:29:00,0
143,룰루랄라(gyeo****),7.23? 왜? 평점테러가 일어날만한 작품이었나?,10,5,0,2016-09-18 12:12:00,0
144,그라치오소(graz****),빨강 아이섀도우를 아름답게 소화하는 여인은 전무후무할것이다.,10,5,0,2016-06-07 01:17:00,0
145,이길현(gilh****),너무 말도 안되게 평점이 낮아.,10,5,0,2016-03-09 00:05:00,0
146,두어(smap****),너무 저평가된 영화  너무 재밌게 봤다,10,5,0,2016-02-13 15:04:00,0
147,애미야소금이짜다(wwwo****),영상미와 내용 모두다 좋았다,10,5,0,2015-01-25 17:45:00,0
148,sora(sora****),왜 이렇게 평점이 낮지? 이 영화 정말 최고임!!,10,6,1,2016-10-22 23:24:00,0
149,ㅎ2(qowo****),당시 이영애 나이가 35살인데 전혀 어색하지 않은 고등학생역,8,7,2,2017-12-04 01:26:00,0
150,sjsc****,와 이걸 이렇게 늦게 봐서 죄송합니다,10,4,0,2019-11-02 14:10:00,0
151,로맨서(roma****),"요즘 한국에선 더이상 이런 영화, 이런 감독이 나타나지 않는다. 과거엔 창조와 영화에 대한 진지한 자세가 있었지만 이젠 오로지 싸구려감성으로 무장한 흥행만을 맹목적으로 쫓는 영화만 가득..",10,4,0,2019-03-21 13:55:00,0
152,방상(hina****),"난 좋아. 그 옛날에 이런 시도를 할 수있는감독, 그리고 대중적 공감을 얻을 수 있게 끌어내는 능력. 아무나에게나 있는 재능이 아니야.",10,4,0,2019-02-08 23:42:00,0
153,sso5****,아니 언니 그 옛날에 버건디메이크업을 일케 잘 소화해버리면 어떡하잔거야ㅠㅜㅠㅜ,10,4,0,2018-10-18 02:55:00,0
154,네이비(pins****),이 영화를 30살이 넘어서야 처음으로 보게 되었다는게 다행으로 느껴집니다. 살인범을 첫 대면한 순간 머리칼을 잘라내는 연기와 그 눈빛은.. 정말이지 소름돋는 연출과 연기였습니다,10,4,0,2018-06-18 04:16:00,0
155,서울촌넘(dark****),복수는 나의것의이 없는 오락성까지 집어넣은 영화,10,4,0,2017-11-05 08:40:00,0
156,홍헹힝(gj39****),기괴하고 아름다워요. 연출때문인지 끔찍한 장면인데도 만화 컷보는 느낌이었어요. 지금봐도 촌스러움이라곤 찾아볼 수가 없네요,9,4,0,2017-11-05 00:16:00,0
157,오후(kdja****),와.. 2005년도 영화가 이렇게 세련되도 되는가 싶다.. 이영애도 연기 이렇게 잘하는줄 몰랐네.. 진짜 할말을 잃음,10,4,0,2017-09-29 22:16:00,0
158,Magic(lars****),올드보이 다음으로 박찬욱영화중 잘만들었다 생각,10,4,0,2016-07-24 18:23:00,0
159,kbjh****,올드보이보다는 내용이 좀 단순함..하지만 이영애라는 배우가 있었기에 영화가 빛을 발한것같다!!,8,4,0,2016-07-22 04:20:00,0
160,탐스런꿀벌(dlcj****),이영화 진짜 대박인데 왜이렇게 평점낮음 ㅠ,10,4,0,2015-05-09 22:26:00,0
161,아카시아(dear****),최소한 8점 이상,10,4,0,2013-04-06 19:06:00,0
162,봄비(fasi****),"박찬욱 감독 영화는 14년이 지난 지금 다시 봐도 음악이나 미술, 내용 여러면에서 전혀 꿀리지가 않고 촌스럽지도 않네요. 거장임",10,5,1,2019-04-06 04:47:00,0
163,황홀(smap****),"금자씨, 박쥐..처음볼땐 복잡한 디테일과 파격적연출때문에 찝찝하고 호불호가 나뉠수도 있다. 그러나 나중에 다시보게된다면 이렇게시나리오가 흥미진진할수가 없음. 10년대에 나온 박찬욱영화보다 00년대에 나온 박찬욱영화가...",9,5,1,2017-12-04 17:37:00,0
164,11망(hate****),파격적인 장면들이 맘에 들었다..구성의 완성이 아쉬웠지만,8,5,1,2013-05-01 23:05:00,0
165,zzz(toff****),진짜 잔혹한 내용이지만 이상하게 아름답다 생각되는 영화다.... 전개방식이나 연출이나 뭔가 표현하는 거가.. 옛날 영화임에도 촌스럽긴 커녕 오히려 요즘 영화들보다 더 신선하고 세련됐다... 그래서 자꾸 보게된다......,10,3,0,2020-06-13 23:36:00,0
166,illa(illa****),이게 왜 7.47밖에 안되냐??? 10.47이어도 모자라다.소름돋는 장면이 한 두개가 아니지만 그중에서도 엔딩은 그저 최고라고밖에 할 말이 없다.,10,3,0,2020-04-03 23:56:00,0
167,나(scen****),내가 성인임에 감사한 영화. 어릴 때 봤다면 중간중간에 나오는 자극적인 장면들로 인해 이 영화에 제대로 몰입하지 못했겠단 생각이 들었다. 그런 장면들에 익숙해지고 나서 본 지금은 그 부분들이 스토리 진행에 전혀 과함...,9,3,0,2020-03-15 11:59:00,0
168,밈보(x_xw****),최고다....진짜이걸 이제야 보다니,10,3,0,2020-01-24 20:23:00,0
